0,1,1.00E-08,-2
7.96E-05,1.000159132,7.96E-05,-1.997286758
0.0001592428681,1.000318041,0.000159279471,-1.994577212
0.0002388643021,1.000476729,0.0002389341321,-1.991871356
0.0003184857361,1.000635194,0.0003186020537,-1.989169185
0.0007165929063,1.001424209,0.0007171399542,-1.975713429
0.001114700076,1.002207727,0.001116006744,-1.962349041
0.001512807247,1.002985783,0.001515200256,-1.949075391
0.001910914417,1.003758414,0.001914718335,-1.935891855
0.003901450268,1.007541429,0.003917102708,-1.871304309
0.005891986118,1.011194049,0.005927286246,-1.808878485
0.007882521969,1.014720487,0.007945015237,-1.748541168
0.00987305782,1.018124818,0.009970043885,-1.690221598
0.01982573707,1.033456302,0.02019613781,-1.426438121
0.02977841633,1.046267707,0.03057237988,-1.203877631
0.03973109558,1.056925656,0.0410762843,-1.01621122
0.04968377484,1.06575968,0.0516874932,-0.8577648997
0.06813389506,1.078326885,0.07157897953,-0.6239077628
0.08658401529,1.086788424,0.09170178056,-0.4534479221
0.1050341355,1.09198197,0.1119998054,-0.3320960724
0.1234842557,1.094853361,0.132410458,-0.2436634506
0.1412823531,1.096081472,0.1521611491,-0.1783113806
0.1590804505,1.095945567,0.1719568254,-0.1300724008
0.1768785478,1.094670302,0.1917779414,-0.09513987925
0.1946766452,1.092499985,0.2116037964,-0.0693697499
0.212489605,1.089615625,0.2314337913,-0.04963762139
0.2303025648,1.086072391,0.2512418641,-0.0350746132
0.2481155246,1.081938829,0.2710176494,-0.02453227361
0.2659284845,1.077289618,0.2907504355,-0.01675838803
0.2835287585,1.072244692,0.3101959626,-0.010875764
0.3011290325,1.06676782,0.3295830742,-0.006519114396
0.3187293065,1.060880097,0.3489044714,-0.003350897648
0.3363295805,1.054604277,0.3681527779,-0.001006745413
0.3531683073,1.048252967,0.3864933056,0.0007184760431
0.3700070342,1.04156805,0.4047548925,0.002012475799
0.386845761,1.034556457,0.4229318949,0.002969056117
0.4036844879,1.027225428,0.4410186733,0.003685872954
0.419488597,1.020059555,0.457907132,0.00420700751
0.4352927061,1.012620213,0.4747067985,0.004604417932
0.4510968152,1.004910387,0.4914132421,0.004904225934
0.4669009243,0.9969331229,0.5080220499,0.005132513107
0.488170771,0.985779766,0.5302130676,0.005363596316
0.5094406178,0.9741522977,0.5522088,0.005522421946
0.5307104645,0.9620559323,0.5739988146,0.00562496862
0.5519803113,0.9494965064,0.5955727305,0.005694176478
0.5781619218,0.933409399,0.6218167157,0.005758219907
0.6043435324,0.9166385145,0.6476987825,0.005796483427
0.630525143,0.8991938287,0.6732002036,0.005813130384
0.6567067535,0.8810862873,0.6983024472,0.005820705687
0.6908324218,0.8565080415,0.7303918155,0.00583120475
0.72495809,0.830847168,0.7617321203,0.00583274501
0.7590837583,0.8041298523,0.792284244,0.005824235389
0.7932094266,0.7763841585,0.8220098636,0.005814470567
0.8392090941,0.7374087458,0.8607045683,0.00581006873
0.8852087616,0.6966915423,0.8977402329,0.005800220929
